conv_id	turn_id	topic	head	relation	tail
mixed_The_Wonderful_Wizard_of_Oz_Twilight	2	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Wonderful_Wizard_of_Oz_Twilight	3	Twilight	Twilight	<UNK>	05 October 2005
mixed_The_Wonderful_Wizard_of_Oz_Twilight	4	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Wonderful_Wizard_of_Oz_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_The_Wonderful_Wizard_of_Oz_Twilight	6	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Wonderful_Wizard_of_Oz_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_The_Wonderful_Wizard_of_Oz_Twilight	8	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Wonderful_Wizard_of_Oz_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_Jaws_The_Wonderful_Wizard_of_Oz	0	Jaws	Jaws	P50	Peter Benchley
mixed_Jaws_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_Jaws_The_Wonderful_Wizard_of_Oz	2	Jaws	Jaws	P577	YEAR::1974
mixed_Jaws_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Jaws_The_Wonderful_Wizard_of_Oz	4	Jaws	Jaws	<UNK>	Doubleday; Bantam Books
mixed_Jaws_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Jaws_The_Wonderful_Wizard_of_Oz	6	Jaws	Jaws	P136	Thriller
mixed_Jaws_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Jaws_The_Wonderful_Wizard_of_Oz	8	Jaws	Jaws	<UNK>	BOOL::Yes
mixed_Jaws_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Hobbit_The_Wonderful_Wizard_of_Oz	0	The Hobbit	The Hobbit	P577	21 September 1937
mixed_The_Hobbit_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_The_Hobbit_The_Wonderful_Wizard_of_Oz	2	The Hobbit	The Hobbit	P50	BOOL::Yes
mixed_The_Hobbit_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Hobbit_The_Wonderful_Wizard_of_Oz	4	The Hobbit	The Hobbit	<UNK>	Edith Tolkien
mixed_The_Hobbit_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Hobbit_The_Wonderful_Wizard_of_Oz	6	The Hobbit	The Hobbit	<UNK>	John Francis Reuel Tolkien
mixed_The_Hobbit_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Hobbit_The_Wonderful_Wizard_of_Oz	8	The Hobbit	The Hobbit	<UNK>	BOOL::Yes
mixed_The_Hobbit_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Shining_The_Wonderful_Wizard_of_Oz	0	The Shining	The Shining	P50	Stephen King
mixed_The_Shining_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_The_Shining_The_Wonderful_Wizard_of_Oz	2	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_The_Shining_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Shining_The_Wonderful_Wizard_of_Oz	4	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_The_Shining_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Shining_The_Wonderful_Wizard_of_Oz	6	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_The_Shining_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Shining_The_Wonderful_Wizard_of_Oz	8	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_The_Shining_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_Great_Expectations_The_Wonderful_Wizard_of_Oz	0	Great Expectations	Great Expectations	<UNK>	Charles Dickens
mixed_Great_Expectations_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_Great_Expectations_The_Wonderful_Wizard_of_Oz	2	Great Expectations	Great Expectations	<UNK>	BOOL::No
mixed_Great_Expectations_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Great_Expectations_The_Wonderful_Wizard_of_Oz	4	Great Expectations	Great Expectations	<UNK>	Chapman & Hall
mixed_Great_Expectations_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Great_Expectations_The_Wonderful_Wizard_of_Oz	6	Great Expectations	Great Expectations	P136	black comedy
mixed_Great_Expectations_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Great_Expectations_The_Wonderful_Wizard_of_Oz	8	Great Expectations	Great Expectations	<UNK>	London;Kent
mixed_Great_Expectations_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_Pride_and_Prejudice_The_Wonderful_Wizard_of_Oz	0	Pride and Prejudice	Pride and Prejudice	<UNK>	Jane Austen
mixed_Pride_and_Prejudice_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_Pride_and_Prejudice_The_Wonderful_Wizard_of_Oz	2	Pride and Prejudice	Pride and Prejudice	<UNK>	27 January 1813
mixed_Pride_and_Prejudice_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_Pride_and_Prejudice_The_Wonderful_Wizard_of_Oz	4	Pride and Prejudice	Pride and Prejudice	<UNK>	Elizabeth Bennet
mixed_Pride_and_Prejudice_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_Pride_and_Prejudice_The_Wonderful_Wizard_of_Oz	6	Pride and Prejudice	Pride and Prejudice	<UNK>	Fitzwilliam Darcy
mixed_Pride_and_Prejudice_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_Pride_and_Prejudice_The_Wonderful_Wizard_of_Oz	8	Pride and Prejudice	Pride and Prejudice	<UNK>	Mansfield Park
mixed_Pride_and_Prejudice_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Beach_The_Wonderful_Wizard_of_Oz	0	The Beach	The Beach	<UNK>	Alex Garland
mixed_The_Beach_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P50	L. Frank Baum
mixed_The_Beach_The_Wonderful_Wizard_of_Oz	2	The Beach	The Beach	P577	1 September 1935
mixed_The_Beach_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Beach_The_Wonderful_Wizard_of_Oz	4	The Beach	The Beach	<UNK>	London
mixed_The_Beach_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Beach_The_Wonderful_Wizard_of_Oz	6	The Beach	The Beach	<UNK>	BOOL::No
mixed_The_Beach_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Beach_The_Wonderful_Wizard_of_Oz	8	The Beach	The Beach	<UNK>	cartoonist
mixed_The_Beach_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Dwarves_The_Wonderful_Wizard_of_Oz	0	The Dwarves	The Dwarves	P50_reverse	YEAR::2003
mixed_The_Dwarves_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	L. Frank Baum
mixed_The_Dwarves_The_Wonderful_Wizard_of_Oz	2	The Dwarves	The Dwarves	P1476	The War of the Dwarves
mixed_The_Dwarves_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Dwarves_The_Wonderful_Wizard_of_Oz	4	The Dwarves	The Dwarves	P50	Markus Heitz
mixed_The_Dwarves_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Dwarves_The_Wonderful_Wizard_of_Oz	6	The Dwarves	The Dwarves	<UNK>	Homburg
mixed_The_Dwarves_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Dwarves_The_Wonderful_Wizard_of_Oz	8	The Dwarves	The Dwarves	P577	10 October 1971
mixed_The_Dwarves_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_The_Wonderful_Wizard_of_Oz	0	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Douglas Adams
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_The_Wonderful_Wizard_of_Oz	1	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	L. Frank Baum
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_The_Wonderful_Wizard_of_Oz	2	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	P50	BOOL::No
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_The_Wonderful_Wizard_of_Oz	3	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	The Wizard of Oz
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_The_Wonderful_Wizard_of_Oz	4	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Eoin Colfer
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_The_Wonderful_Wizard_of_Oz	5	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	<UNK>	Glinda the Good Witch
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_The_Wonderful_Wizard_of_Oz	6	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	Artemis Fowl
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_The_Wonderful_Wizard_of_Oz	7	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P577	YEAR::1900
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_The_Wonderful_Wizard_of_Oz	8	The Hitchhiker's Guide to the Galaxy	The Hitchhiker's Guide to the Galaxy	<UNK>	BOOL::Yes
mixed_The_Hitchhiker's_Guide_to_the_Galaxy_The_Wonderful_Wizard_of_Oz	9	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz	P136	children's literature
mixed_IT_The_Witcher	0	IT	IT	<UNK>	IT
mixed_IT_The_Witcher	1	The Witcher	The Witcher	P577	YEAR::1986
mixed_IT_The_Witcher	2	IT	IT	<UNK>	Derry
mixed_IT_The_Witcher	3	The Witcher	The Witcher	<UNK>	YEAR::2007
mixed_IT_The_Witcher	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_The_Witcher	5	The Witcher	The Witcher	<UNK>	Doug Cockle
mixed_IT_The_Witcher	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_The_Witcher	7	The Witcher	The Witcher	<UNK>	BOOL::Yes
mixed_IT_The_Witcher	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Witcher	9	The Witcher	The Witcher	<UNK>	Cirilla Fiona Elen Riannon
mixed_IT_Watership_Down	0	IT	IT	<UNK>	IT
mixed_IT_Watership_Down	1	Watership Down	Watership Down	<UNK>	Richard Adams
mixed_IT_Watership_Down	2	IT	IT	<UNK>	Derry
mixed_IT_Watership_Down	3	Watership Down	Watership Down	<UNK>	United Kingdom
mixed_IT_Watership_Down	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_Watership_Down	5	Watership Down	Watership Down	P577	YEAR::1920
mixed_IT_Watership_Down	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_Watership_Down	7	Watership Down	Watership Down	<UNK>	rabbit
mixed_IT_Watership_Down	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_Watership_Down	9	Watership Down	Watership Down	P577	YEAR::1972
mixed_Bulgakov_IT	0	Bulgakov	Bulgakov	P50	Mikhail Bulgakov
mixed_Bulgakov_IT	1	IT	IT	<UNK>	IT
mixed_Bulgakov_IT	2	Bulgakov	Bulgakov	P577	YEAR::1891
mixed_Bulgakov_IT	3	IT	IT	<UNK>	Derry
mixed_Bulgakov_IT	4	Bulgakov	Bulgakov	<UNK>	BOOL::No
mixed_Bulgakov_IT	5	IT	IT	<UNK>	Bill Denbrough
mixed_Bulgakov_IT	6	Bulgakov	Bulgakov	<UNK>	Mikhail Lermontov
mixed_Bulgakov_IT	7	IT	IT	<UNK>	Eddie Kapsbrack
mixed_Bulgakov_IT	8	Bulgakov	Bulgakov	<UNK>	BOOL::No
mixed_Bulgakov_IT	9	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Hound_of_the_Baskervilles	0	IT	IT	<UNK>	IT
mixed_IT_The_Hound_of_the_Baskervilles	1	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Sir Arthur Conan Doyle
mixed_IT_The_Hound_of_the_Baskervilles	2	IT	IT	<UNK>	Derry
mixed_IT_The_Hound_of_the_Baskervilles	3	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Sherlock Holmes
mixed_IT_The_Hound_of_the_Baskervilles	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_The_Hound_of_the_Baskervilles	5	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	Dr. John Watson
mixed_IT_The_Hound_of_the_Baskervilles	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_The_Hound_of_the_Baskervilles	7	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	The Memoirs of Sherlock Holmes
mixed_IT_The_Hound_of_the_Baskervilles	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Hound_of_the_Baskervilles	9	The Hound of the Baskervilles	The Hound of the Baskervilles	<UNK>	The Return of Sherlock Holmes
mixed_IT_The_Great_Gatsby	0	IT	IT	<UNK>	IT
mixed_IT_The_Great_Gatsby	1	The Great Gatsby	The Great Gatsby	<UNK>	The Great Gatsby
mixed_IT_The_Great_Gatsby	2	IT	IT	<UNK>	Derry
mixed_IT_The_Great_Gatsby	3	The Great Gatsby	The Great Gatsby	<UNK>	F. Scott Fitzgerald
mixed_IT_The_Great_Gatsby	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_The_Great_Gatsby	5	The Great Gatsby	The Great Gatsby	<UNK>	BOOL::No
mixed_IT_The_Great_Gatsby	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_The_Great_Gatsby	7	The Great Gatsby	The Great Gatsby	P50	Zelda Fitzgerald
mixed_IT_The_Great_Gatsby	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Great_Gatsby	9	The Great Gatsby	The Great Gatsby	<UNK>	Frances Scott Fitzgerald
mixed_Adventures_of_Huckleberry_Finn_IT	0	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Mark Twain
mixed_Adventures_of_Huckleberry_Finn_IT	1	IT	IT	<UNK>	IT
mixed_Adventures_of_Huckleberry_Finn_IT	2	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Huckleberry Finn
mixed_Adventures_of_Huckleberry_Finn_IT	3	IT	IT	<UNK>	Derry
mixed_Adventures_of_Huckleberry_Finn_IT	4	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	<UNK>	Tom Sawyer
mixed_Adventures_of_Huckleberry_Finn_IT	5	IT	IT	<UNK>	Bill Denbrough
mixed_Adventures_of_Huckleberry_Finn_IT	6	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	P136	adventure novel
mixed_Adventures_of_Huckleberry_Finn_IT	7	IT	IT	<UNK>	Eddie Kapsbrack
mixed_Adventures_of_Huckleberry_Finn_IT	8	Adventures of Huckleberry Finn	Adventures of Huckleberry Finn	P577	YEAR::1884
mixed_Adventures_of_Huckleberry_Finn_IT	9	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Stand	0	IT	IT	<UNK>	IT
mixed_IT_The_Stand	1	The Stand	The Stand	P50	Stephen King
mixed_IT_The_Stand	2	IT	IT	<UNK>	Derry
mixed_IT_The_Stand	3	The Stand	The Stand	P136	post-apocalyptic;horror
mixed_IT_The_Stand	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_The_Stand	5	The Stand	The Stand	P577	YEAR::1978
mixed_IT_The_Stand	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_The_Stand	7	The Stand	The Stand	P123	Doubleday
mixed_IT_The_Stand	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Stand	9	The Stand	The Stand	<UNK>	Captain Trips
mixed_Ender's_Game_IT	0	Ender's Game	Ender's Game	P577	YEAR::1985
mixed_Ender's_Game_IT	1	IT	IT	<UNK>	IT
mixed_Ender's_Game_IT	2	Ender's Game	Ender's Game	<UNK>	Orson Scott Card
mixed_Ender's_Game_IT	3	IT	IT	<UNK>	Derry
mixed_Ender's_Game_IT	4	Ender's Game	Ender's Game	P136	science fiction
mixed_Ender's_Game_IT	5	IT	IT	<UNK>	Bill Denbrough
mixed_Ender's_Game_IT	6	Ender's Game	Ender's Game	<UNK>	BOOL::Yes
mixed_Ender's_Game_IT	7	IT	IT	<UNK>	Eddie Kapsbrack
mixed_Ender's_Game_IT	8	Ender's Game	Ender's Game	P50_reverse	COUNT::6
mixed_Ender's_Game_IT	9	IT	IT	<UNK>	Henry Bowers
mixed_Digital_Fortress_IT	0	Digital Fortress	Digital Fortress	<UNK>	Digital Fortress
mixed_Digital_Fortress_IT	1	IT	IT	<UNK>	IT
mixed_Digital_Fortress_IT	2	Digital Fortress	Digital Fortress	P577	YEAR::1998
mixed_Digital_Fortress_IT	3	IT	IT	<UNK>	Derry
mixed_Digital_Fortress_IT	4	Digital Fortress	Digital Fortress	<UNK>	Seville
mixed_Digital_Fortress_IT	5	IT	IT	<UNK>	Bill Denbrough
mixed_Digital_Fortress_IT	6	Digital Fortress	Digital Fortress	<UNK>	BOOL::Yes
mixed_Digital_Fortress_IT	7	IT	IT	<UNK>	Eddie Kapsbrack
mixed_Digital_Fortress_IT	8	Digital Fortress	Digital Fortress	<UNK>	National Security Agency
mixed_Digital_Fortress_IT	9	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Suicide_Prince	0	IT	IT	<UNK>	IT
mixed_IT_The_Suicide_Prince	1	The Suicide Prince	The Suicide Prince	<UNK>	BOOL::Yes
mixed_IT_The_Suicide_Prince	2	IT	IT	<UNK>	Derry
mixed_IT_The_Suicide_Prince	3	The Suicide Prince	The Suicide Prince	P50_reverse	Mr. Mercedes
mixed_IT_The_Suicide_Prince	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_The_Suicide_Prince	5	The Suicide Prince	The Suicide Prince	P577	YEAR::2015
mixed_IT_The_Suicide_Prince	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_The_Suicide_Prince	7	The Suicide Prince	The Suicide Prince	P50	Portland
mixed_IT_The_Suicide_Prince	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Suicide_Prince	9	The Suicide Prince	The Suicide Prince	P50	BOOL::Yes
mixed_IT_Stephen_King	0	IT	IT	<UNK>	IT
mixed_IT_Stephen_King	1	Stephen King	Stephen King	P50	Stephen King
mixed_IT_Stephen_King	2	IT	IT	<UNK>	Derry
mixed_IT_Stephen_King	3	Stephen King	Stephen King	<UNK>	BOOL::Yes
mixed_IT_Stephen_King	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_Stephen_King	5	Stephen King	Stephen King	<UNK>	BOOL::Yes
mixed_IT_Stephen_King	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_Stephen_King	7	Stephen King	Stephen King	<UNK>	Best Novel
mixed_IT_Stephen_King	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_Stephen_King	9	Stephen King	Stephen King	<UNK>	He received the Edgar Award for Best Novel for his book Mr. Mercedes in 2015.
mixed_Fire_and_Fury_IT	0	Fire and Fury	Fire and Fury	P1476	Inside the Trump White House (English)
mixed_Fire_and_Fury_IT	1	IT	IT	<UNK>	IT
mixed_Fire_and_Fury_IT	2	Fire and Fury	Fire and Fury	<UNK>	Michael Wolff
mixed_Fire_and_Fury_IT	3	IT	IT	<UNK>	Derry
mixed_Fire_and_Fury_IT	4	Fire and Fury	Fire and Fury	<UNK>	YEAR::2018
mixed_Fire_and_Fury_IT	5	IT	IT	<UNK>	Bill Denbrough
mixed_Fire_and_Fury_IT	6	Fire and Fury	Fire and Fury	<UNK>	Donald Trump
mixed_Fire_and_Fury_IT	7	IT	IT	<UNK>	Eddie Kapsbrack
mixed_Fire_and_Fury_IT	8	Fire and Fury	Fire and Fury	P50	27 August 1953
mixed_Fire_and_Fury_IT	9	IT	IT	<UNK>	Henry Bowers
mixed_IT_Inferno	0	IT	IT	<UNK>	IT
mixed_IT_Inferno	1	Inferno	Inferno	<UNK>	Dan Brown
mixed_IT_Inferno	2	IT	IT	<UNK>	Derry
mixed_IT_Inferno	3	Inferno	Inferno	P577	14 May 2013
mixed_IT_Inferno	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_Inferno	5	Inferno	Inferno	<UNK>	Origin
mixed_IT_Inferno	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_Inferno	7	Inferno	Inferno	P50	22 June 1964
mixed_IT_Inferno	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_Inferno	9	Inferno	Inferno	<UNK>	Exeter
mixed_IT_Twilight	0	IT	IT	<UNK>	IT
mixed_IT_Twilight	1	Twilight	Twilight	<UNK>	Stephenie Meyer
mixed_IT_Twilight	2	IT	IT	<UNK>	Derry
mixed_IT_Twilight	3	Twilight	Twilight	P577	05 October 2005
mixed_IT_Twilight	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_Twilight	5	Twilight	Twilight	<UNK>	Isabella "Bella" Swan
mixed_IT_Twilight	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_Twilight	7	Twilight	Twilight	<UNK>	Edward Cullen
mixed_IT_Twilight	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_Twilight	9	Twilight	Twilight	<UNK>	vampire
mixed_IT_Jaws	0	IT	IT	<UNK>	IT
mixed_IT_Jaws	1	Jaws	Jaws	P50	Peter Benchley
mixed_IT_Jaws	2	IT	IT	<UNK>	Derry
mixed_IT_Jaws	3	Jaws	Jaws	P577	YEAR::1974
mixed_IT_Jaws	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_Jaws	5	Jaws	Jaws	<UNK>	Doubleday; Bantam Books
mixed_IT_Jaws	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_Jaws	7	Jaws	Jaws	P136	Thriller
mixed_IT_Jaws	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_Jaws	9	Jaws	Jaws	<UNK>	BOOL::Yes
mixed_IT_The_Hobbit	0	IT	IT	<UNK>	IT
mixed_IT_The_Hobbit	1	The Hobbit	The Hobbit	P577	21 September 1937
mixed_IT_The_Hobbit	2	IT	IT	<UNK>	Derry
mixed_IT_The_Hobbit	3	The Hobbit	The Hobbit	P50	BOOL::Yes
mixed_IT_The_Hobbit	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_The_Hobbit	5	The Hobbit	The Hobbit	<UNK>	Edith Tolkien
mixed_IT_The_Hobbit	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_The_Hobbit	7	The Hobbit	The Hobbit	<UNK>	John Francis Reuel Tolkien
mixed_IT_The_Hobbit	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Hobbit	9	The Hobbit	The Hobbit	<UNK>	BOOL::Yes
mixed_IT_The_Shining	0	IT	IT	<UNK>	IT
mixed_IT_The_Shining	1	The Shining	The Shining	<UNK>	Stephen King
mixed_IT_The_Shining	2	IT	IT	<UNK>	Derry
mixed_IT_The_Shining	3	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_IT_The_Shining	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_The_Shining	5	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_IT_The_Shining	6	IT	IT	<UNK>	Eddie Kapsbrack
mixed_IT_The_Shining	7	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_IT_The_Shining	8	IT	IT	<UNK>	Henry Bowers
mixed_IT_The_Shining	9	The Shining	The Shining	<UNK>	BOOL::Yes
mixed_Great_Expectations_IT	0	Great Expectations	Great Expectations	P50	Charles Dickens
mixed_Great_Expectations_IT	1	IT	IT	<UNK>	IT
mixed_Great_Expectations_IT	2	Great Expectations	Great Expectations	<UNK>	BOOL::No
mixed_Great_Expectations_IT	3	IT	IT	<UNK>	Derry
mixed_Great_Expectations_IT	4	Great Expectations	Great Expectations	<UNK>	Chapman & Hall
mixed_Great_Expectations_IT	5	IT	IT	<UNK>	Bill Denbrough
mixed_Great_Expectations_IT	6	Great Expectations	Great Expectations	P136	black comedy
mixed_Great_Expectations_IT	7	IT	IT	<UNK>	Eddie Kapsbrack
mixed_Great_Expectations_IT	8	Great Expectations	Great Expectations	<UNK>	London;Kent
mixed_Great_Expectations_IT	9	IT	IT	<UNK>	Henry Bowers
mixed_IT_Pride_and_Prejudice	0	IT	IT	<UNK>	IT
mixed_IT_Pride_and_Prejudice	1	Pride and Prejudice	Pride and Prejudice	<UNK>	Jane Austen
mixed_IT_Pride_and_Prejudice	2	IT	IT	<UNK>	Derry
mixed_IT_Pride_and_Prejudice	3	Pride and Prejudice	Pride and Prejudice	P577	27 January 1813
mixed_IT_Pride_and_Prejudice	4	IT	IT	<UNK>	Bill Denbrough
mixed_IT_Pride_and_Prejudice	5	Pride and Prejudice	Pride and Prejudice	<UNK>	Elizabeth Bennet
